"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CAN","SHPRICE","TOT","IDX2015","M","1962-10",3.9907,
"CAN","SHPRICE","TOT","IDX2015","M","1962-11",4.064205,
"CAN","SHPRICE","TOT","IDX2015","M","1962-12",4.367781,
"CAN","SHPRICE","TOT","IDX2015","M","1963-01",4.395886,
"CAN","SHPRICE","TOT","IDX2015","M","1963-02",4.594573,
"CAN","SHPRICE","TOT","IDX2015","M","1963-03",4.45886,
"CAN","SHPRICE","TOT","IDX2015","M","1963-04",4.59555,
"CAN","SHPRICE","TOT","IDX2015","M","1963-05",4.809999,
"CAN","SHPRICE","TOT","IDX2015","M","1963-06",4.875554,
"CAN","SHPRICE","TOT","IDX2015","M","1963-07",4.697927,
"CAN","SHPRICE","TOT","IDX2015","M","1963-08",4.578534,
"CAN","SHPRICE","TOT","IDX2015","M","1963-09",4.61445,
"CAN","SHPRICE","TOT","IDX2015","M","1963-10",4.748279,
"CAN","SHPRICE","TOT","IDX2015","M","1963-11",4.782033,
"CAN","SHPRICE","TOT","IDX2015","M","1963-12",4.743816,
"CAN","SHPRICE","TOT","IDX2015","M","1964-01",4.906309,
"CAN","SHPRICE","TOT","IDX2015","M","1964-02",5.02919,
"CAN","SHPRICE","TOT","IDX2015","M","1964-03",4.997667,
"CAN","SHPRICE","TOT","IDX2015","M","1964-04",5.191613,
"CAN","SHPRICE","TOT","IDX2015","M","1964-05",5.382001,
"CAN","SHPRICE","TOT","IDX2015","M","1964-06",5.558721,
"CAN","SHPRICE","TOT","IDX2015","M","1964-07",5.554188,
"CAN","SHPRICE","TOT","IDX2015","M","1964-08",5.673512,
"CAN","SHPRICE","TOT","IDX2015","M","1964-09",5.651824,
"CAN","SHPRICE","TOT","IDX2015","M","1964-10",5.884126,
"CAN","SHPRICE","TOT","IDX2015","M","1964-11",5.905675,
"CAN","SHPRICE","TOT","IDX2015","M","1964-12",5.929595,
"CAN","SHPRICE","TOT","IDX2015","M","1965-01",5.968371,
"CAN","SHPRICE","TOT","IDX2015","M","1965-02",6.284918,
"CAN","SHPRICE","TOT","IDX2015","M","1965-03",6.256394,
"CAN","SHPRICE","TOT","IDX2015","M","1965-04",6.210506,
"CAN","SHPRICE","TOT","IDX2015","M","1965-05",6.354379,
"CAN","SHPRICE","TOT","IDX2015","M","1965-06",6.320415,
"CAN","SHPRICE","TOT","IDX2015","M","1965-07",5.904908,
"CAN","SHPRICE","TOT","IDX2015","M","1965-08",5.85358,
"CAN","SHPRICE","TOT","IDX2015","M","1965-09",5.994662,
"CAN","SHPRICE","TOT","IDX2015","M","1965-10",6.096064,
"CAN","SHPRICE","TOT","IDX2015","M","1965-11",6.190909,
"CAN","SHPRICE","TOT","IDX2015","M","1965-12",6.029044,
"CAN","SHPRICE","TOT","IDX2015","M","1966-01",6.157156,
"CAN","SHPRICE","TOT","IDX2015","M","1966-02",6.392456,
"CAN","SHPRICE","TOT","IDX2015","M","1966-03",6.239448,
"CAN","SHPRICE","TOT","IDX2015","M","1966-04",6.160921,
"CAN","SHPRICE","TOT","IDX2015","M","1966-05",6.205973,
"CAN","SHPRICE","TOT","IDX2015","M","1966-06",6.008192,
"CAN","SHPRICE","TOT","IDX2015","M","1966-07",5.971579,
"CAN","SHPRICE","TOT","IDX2015","M","1966-08",5.858531,
"CAN","SHPRICE","TOT","IDX2015","M","1966-09",5.436189,
"CAN","SHPRICE","TOT","IDX2015","M","1966-10",5.31282,
"CAN","SHPRICE","TOT","IDX2015","M","1966-11",5.409409,
"CAN","SHPRICE","TOT","IDX2015","M","1966-12",5.381165,
"CAN","SHPRICE","TOT","IDX2015","M","1967-01",5.523085,
"CAN","SHPRICE","TOT","IDX2015","M","1967-02",5.884892,
"CAN","SHPRICE","TOT","IDX2015","M","1967-03",5.946473,
"CAN","SHPRICE","TOT","IDX2015","M","1967-04",6.143068,
"CAN","SHPRICE","TOT","IDX2015","M","1967-05",6.253466,
"CAN","SHPRICE","TOT","IDX2015","M","1967-06",6.036576,
"CAN","SHPRICE","TOT","IDX2015","M","1967-07",6.194745,
"CAN","SHPRICE","TOT","IDX2015","M","1967-08",6.381019,
"CAN","SHPRICE","TOT","IDX2015","M","1967-09",6.314836,
"CAN","SHPRICE","TOT","IDX2015","M","1967-10",6.416377,
"CAN","SHPRICE","TOT","IDX2015","M","1967-11",6.06489,
"CAN","SHPRICE","TOT","IDX2015","M","1967-12",6.214481,
"CAN","SHPRICE","TOT","IDX2015","M","1968-01",6.263229,
"CAN","SHPRICE","TOT","IDX2015","M","1968-02",6.079884,
"CAN","SHPRICE","TOT","IDX2015","M","1968-03",5.81871,
"CAN","SHPRICE","TOT","IDX2015","M","1968-04",5.705314,
"CAN","SHPRICE","TOT","IDX2015","M","1968-05",6.186655,
"CAN","SHPRICE","TOT","IDX2015","M","1968-06",6.146834,
"CAN","SHPRICE","TOT","IDX2015","M","1968-07",6.452013,
"CAN","SHPRICE","TOT","IDX2015","M","1968-08",6.424536,
"CAN","SHPRICE","TOT","IDX2015","M","1968-09",6.598048,
"CAN","SHPRICE","TOT","IDX2015","M","1968-10",6.902531,
"CAN","SHPRICE","TOT","IDX2015","M","1968-11",7.014113,
"CAN","SHPRICE","TOT","IDX2015","M","1968-12",7.270545,
"CAN","SHPRICE","TOT","IDX2015","M","1969-01",7.4594,
"CAN","SHPRICE","TOT","IDX2015","M","1969-02",7.484645,
"CAN","SHPRICE","TOT","IDX2015","M","1969-03",7.328081,
"CAN","SHPRICE","TOT","IDX2015","M","1969-04",7.572168,
"CAN","SHPRICE","TOT","IDX2015","M","1969-05",7.777551,
"CAN","SHPRICE","TOT","IDX2015","M","1969-06",7.251855,
"CAN","SHPRICE","TOT","IDX2015","M","1969-07",6.847297,
"CAN","SHPRICE","TOT","IDX2015","M","1969-08",6.79276,
"CAN","SHPRICE","TOT","IDX2015","M","1969-09",7.012788,
"CAN","SHPRICE","TOT","IDX2015","M","1969-10",7.059026,
"CAN","SHPRICE","TOT","IDX2015","M","1969-11",7.329475,
"CAN","SHPRICE","TOT","IDX2015","M","1969-12",7.242859,
"CAN","SHPRICE","TOT","IDX2015","M","1970-01",7.196273,
"CAN","SHPRICE","TOT","IDX2015","M","1970-02",7.059444,
"CAN","SHPRICE","TOT","IDX2015","M","1970-03",7.237419,
"CAN","SHPRICE","TOT","IDX2015","M","1970-04",7.041173,
"CAN","SHPRICE","TOT","IDX2015","M","1970-05",6.260509,
"CAN","SHPRICE","TOT","IDX2015","M","1970-06",6.053453,
"CAN","SHPRICE","TOT","IDX2015","M","1970-07",6.039435,
"CAN","SHPRICE","TOT","IDX2015","M","1970-08",6.194605,
"CAN","SHPRICE","TOT","IDX2015","M","1970-09",6.422444,
"CAN","SHPRICE","TOT","IDX2015","M","1970-10",6.564364,
"CAN","SHPRICE","TOT","IDX2015","M","1970-11",6.488766,
"CAN","SHPRICE","TOT","IDX2015","M","1970-12",6.790529,
"CAN","SHPRICE","TOT","IDX2015","M","1971-01",6.986009,
"CAN","SHPRICE","TOT","IDX2015","M","1971-02",7.000444,
"CAN","SHPRICE","TOT","IDX2015","M","1971-03",7.158544,
"CAN","SHPRICE","TOT","IDX2015","M","1971-04",7.332404,
"CAN","SHPRICE","TOT","IDX2015","M","1971-05",7.060909,
"CAN","SHPRICE","TOT","IDX2015","M","1971-06",7.133089,
"CAN","SHPRICE","TOT","IDX2015","M","1971-07",7.051773,
"CAN","SHPRICE","TOT","IDX2015","M","1971-08",6.898207,
"CAN","SHPRICE","TOT","IDX2015","M","1971-09",6.953022,
"CAN","SHPRICE","TOT","IDX2015","M","1971-10",6.483885,
"CAN","SHPRICE","TOT","IDX2015","M","1971-11",6.400685,
"CAN","SHPRICE","TOT","IDX2015","M","1971-12",7.008744,
"CAN","SHPRICE","TOT","IDX2015","M","1972-01",7.595671,
"CAN","SHPRICE","TOT","IDX2015","M","1972-02",7.853498,
"CAN","SHPRICE","TOT","IDX2015","M","1972-03",7.904826,
"CAN","SHPRICE","TOT","IDX2015","M","1972-04",7.921144,
"CAN","SHPRICE","TOT","IDX2015","M","1972-05",7.942694,
"CAN","SHPRICE","TOT","IDX2015","M","1972-06",7.994092,
"CAN","SHPRICE","TOT","IDX2015","M","1972-07",7.958246,
"CAN","SHPRICE","TOT","IDX2015","M","1972-08",8.393769,
"CAN","SHPRICE","TOT","IDX2015","M","1972-09",8.326679,
"CAN","SHPRICE","TOT","IDX2015","M","1972-10",8.201219,
"CAN","SHPRICE","TOT","IDX2015","M","1972-11",8.29697,
"CAN","SHPRICE","TOT","IDX2015","M","1972-12",8.620143,
"CAN","SHPRICE","TOT","IDX2015","M","1973-01",8.880968,
"CAN","SHPRICE","TOT","IDX2015","M","1973-02",8.818273,
"CAN","SHPRICE","TOT","IDX2015","M","1973-03",8.787936,
"CAN","SHPRICE","TOT","IDX2015","M","1973-04",8.772733,
"CAN","SHPRICE","TOT","IDX2015","M","1973-05",8.339093,
"CAN","SHPRICE","TOT","IDX2015","M","1973-06",8.24355,
"CAN","SHPRICE","TOT","IDX2015","M","1973-07",8.42822,
"CAN","SHPRICE","TOT","IDX2015","M","1973-08",8.559121,
"CAN","SHPRICE","TOT","IDX2015","M","1973-09",8.580601,
"CAN","SHPRICE","TOT","IDX2015","M","1973-10",9.136982,
"CAN","SHPRICE","TOT","IDX2015","M","1973-11",8.802233,
"CAN","SHPRICE","TOT","IDX2015","M","1973-12",8.112161,
"CAN","SHPRICE","TOT","IDX2015","M","1974-01",8.354087,
"CAN","SHPRICE","TOT","IDX2015","M","1974-02",8.506537,
"CAN","SHPRICE","TOT","IDX2015","M","1974-03",8.79763,
"CAN","SHPRICE","TOT","IDX2015","M","1974-04",8.157212,
"CAN","SHPRICE","TOT","IDX2015","M","1974-05",7.519445,
"CAN","SHPRICE","TOT","IDX2015","M","1974-06",7.543994,
"CAN","SHPRICE","TOT","IDX2015","M","1974-07",7.274033,
"CAN","SHPRICE","TOT","IDX2015","M","1974-08",7.000236,
"CAN","SHPRICE","TOT","IDX2015","M","1974-09",6.274248,
"CAN","SHPRICE","TOT","IDX2015","M","1974-10",6.37802,
"CAN","SHPRICE","TOT","IDX2015","M","1974-11",6.300191,
"CAN","SHPRICE","TOT","IDX2015","M","1974-12",6.050663,
"CAN","SHPRICE","TOT","IDX2015","M","1975-01",6.694568,
"CAN","SHPRICE","TOT","IDX2015","M","1975-02",7.227935,
"CAN","SHPRICE","TOT","IDX2015","M","1975-03",7.152058,
"CAN","SHPRICE","TOT","IDX2015","M","1975-04",7.212871,
"CAN","SHPRICE","TOT","IDX2015","M","1975-05",7.330103,
"CAN","SHPRICE","TOT","IDX2015","M","1975-06",7.381501,
"CAN","SHPRICE","TOT","IDX2015","M","1975-07",7.552014,
"CAN","SHPRICE","TOT","IDX2015","M","1975-08",7.357022,
"CAN","SHPRICE","TOT","IDX2015","M","1975-09",7.15959,
"CAN","SHPRICE","TOT","IDX2015","M","1975-10",6.827979,
"CAN","SHPRICE","TOT","IDX2015","M","1975-11",6.887048,
"CAN","SHPRICE","TOT","IDX2015","M","1975-12",6.77142,
"CAN","SHPRICE","TOT","IDX2015","M","1976-01",7.123744,
"CAN","SHPRICE","TOT","IDX2015","M","1976-02",7.581723,
"CAN","SHPRICE","TOT","IDX2015","M","1976-03",7.549713,
"CAN","SHPRICE","TOT","IDX2015","M","1976-04",7.5237,
"CAN","SHPRICE","TOT","IDX2015","M","1976-05",7.630052,
"CAN","SHPRICE","TOT","IDX2015","M","1976-06",7.471395,
"CAN","SHPRICE","TOT","IDX2015","M","1976-07",7.390009,
"CAN","SHPRICE","TOT","IDX2015","M","1976-08",7.400679,
"CAN","SHPRICE","TOT","IDX2015","M","1976-09",7.391125,
"CAN","SHPRICE","TOT","IDX2015","M","1976-10",7.043056,
"CAN","SHPRICE","TOT","IDX2015","M","1976-11",6.742757,
"CAN","SHPRICE","TOT","IDX2015","M","1976-12",6.729577,
"CAN","SHPRICE","TOT","IDX2015","M","1977-01",6.957485,
"CAN","SHPRICE","TOT","IDX2015","M","1977-02",7.006861,
"CAN","SHPRICE","TOT","IDX2015","M","1977-03",7.130718,
"CAN","SHPRICE","TOT","IDX2015","M","1977-04",7.013207,
"CAN","SHPRICE","TOT","IDX2015","M","1977-05",6.937958,
"CAN","SHPRICE","TOT","IDX2015","M","1977-06",7.039638,
"CAN","SHPRICE","TOT","IDX2015","M","1977-07",7.295582,
"CAN","SHPRICE","TOT","IDX2015","M","1977-08",7.168377,
"CAN","SHPRICE","TOT","IDX2015","M","1977-09",6.974502,
"CAN","SHPRICE","TOT","IDX2015","M","1977-10",6.866684,
"CAN","SHPRICE","TOT","IDX2015","M","1977-11",6.915432,
"CAN","SHPRICE","TOT","IDX2015","M","1977-12",7.236722,
"CAN","SHPRICE","TOT","IDX2015","M","1978-01",7.078832,
"CAN","SHPRICE","TOT","IDX2015","M","1978-02",7.038871,
"CAN","SHPRICE","TOT","IDX2015","M","1978-03",7.230166,
"CAN","SHPRICE","TOT","IDX2015","M","1978-04",7.532975,
"CAN","SHPRICE","TOT","IDX2015","M","1978-05",7.733406,
"CAN","SHPRICE","TOT","IDX2015","M","1978-06",7.923167,
"CAN","SHPRICE","TOT","IDX2015","M","1978-07",8.070597,
"CAN","SHPRICE","TOT","IDX2015","M","1978-08",8.529831,
"CAN","SHPRICE","TOT","IDX2015","M","1978-09",8.849097,
"CAN","SHPRICE","TOT","IDX2015","M","1978-10",8.887803,
"CAN","SHPRICE","TOT","IDX2015","M","1978-11",8.628163,
"CAN","SHPRICE","TOT","IDX2015","M","1978-12",8.990948,
"CAN","SHPRICE","TOT","IDX2015","M","1979-01",9.444324,
"CAN","SHPRICE","TOT","IDX2015","M","1979-02",9.593776,
"CAN","SHPRICE","TOT","IDX2015","M","1979-03",9.965695,
"CAN","SHPRICE","TOT","IDX2015","M","1979-04",10.23824,
"CAN","SHPRICE","TOT","IDX2015","M","1979-05",10.30498,
"CAN","SHPRICE","TOT","IDX2015","M","1979-06",11.00474,
"CAN","SHPRICE","TOT","IDX2015","M","1979-07",10.93047,
"CAN","SHPRICE","TOT","IDX2015","M","1979-08",11.27847,
"CAN","SHPRICE","TOT","IDX2015","M","1979-09",12.01715,
"CAN","SHPRICE","TOT","IDX2015","M","1979-10",11.50457,
"CAN","SHPRICE","TOT","IDX2015","M","1979-11",11.38078,
"CAN","SHPRICE","TOT","IDX2015","M","1979-12",12.29646,
"CAN","SHPRICE","TOT","IDX2015","M","1980-01",13.33725,
"CAN","SHPRICE","TOT","IDX2015","M","1980-02",14.63622,
"CAN","SHPRICE","TOT","IDX2015","M","1980-03",13.53294,
"CAN","SHPRICE","TOT","IDX2015","M","1980-04",12.76434,
"CAN","SHPRICE","TOT","IDX2015","M","1980-05",13.20286,
"CAN","SHPRICE","TOT","IDX2015","M","1980-06",14.17552,
"CAN","SHPRICE","TOT","IDX2015","M","1980-07",14.99461,
"CAN","SHPRICE","TOT","IDX2015","M","1980-08",15.5498,
"CAN","SHPRICE","TOT","IDX2015","M","1980-09",16.02515,
"CAN","SHPRICE","TOT","IDX2015","M","1980-10",16.07403,
"CAN","SHPRICE","TOT","IDX2015","M","1980-11",15.98616,
"CAN","SHPRICE","TOT","IDX2015","M","1980-12",15.85819,
"CAN","SHPRICE","TOT","IDX2015","M","1981-01",15.69953,
"CAN","SHPRICE","TOT","IDX2015","M","1981-02",15.36743,
"CAN","SHPRICE","TOT","IDX2015","M","1981-03",15.72338,
"CAN","SHPRICE","TOT","IDX2015","M","1981-04",16.38793,
"CAN","SHPRICE","TOT","IDX2015","M","1981-05",16.16895,
"CAN","SHPRICE","TOT","IDX2015","M","1981-06",16.39037,
"CAN","SHPRICE","TOT","IDX2015","M","1981-07",16.2859,
"CAN","SHPRICE","TOT","IDX2015","M","1981-08",15.72331,
"CAN","SHPRICE","TOT","IDX2015","M","1981-09",14.02697,
"CAN","SHPRICE","TOT","IDX2015","M","1981-10",13.25335,
"CAN","SHPRICE","TOT","IDX2015","M","1981-11",13.43168,
"CAN","SHPRICE","TOT","IDX2015","M","1981-12",13.61725,
"CAN","SHPRICE","TOT","IDX2015","M","1982-01",12.69781,
"CAN","SHPRICE","TOT","IDX2015","M","1982-02",11.75347,
"CAN","SHPRICE","TOT","IDX2015","M","1982-03",11.13251,
"CAN","SHPRICE","TOT","IDX2015","M","1982-04",11.10803,
"CAN","SHPRICE","TOT","IDX2015","M","1982-05",10.70431,
"CAN","SHPRICE","TOT","IDX2015","M","1982-06",9.913461,
"CAN","SHPRICE","TOT","IDX2015","M","1982-07",9.774401,
"CAN","SHPRICE","TOT","IDX2015","M","1982-08",10.29201,
"CAN","SHPRICE","TOT","IDX2015","M","1982-09",11.37534,
"CAN","SHPRICE","TOT","IDX2015","M","1982-10",12.07134,
"CAN","SHPRICE","TOT","IDX2015","M","1982-11",12.83561,
"CAN","SHPRICE","TOT","IDX2015","M","1982-12",13.0949,
"CAN","SHPRICE","TOT","IDX2015","M","1983-01",14.18974,
"CAN","SHPRICE","TOT","IDX2015","M","1983-02",14.60658,
"CAN","SHPRICE","TOT","IDX2015","M","1983-03",14.92006,
"CAN","SHPRICE","TOT","IDX2015","M","1983-04",15.66745,
"CAN","SHPRICE","TOT","IDX2015","M","1983-05",16.83203,
"CAN","SHPRICE","TOT","IDX2015","M","1983-06",16.85295,
"CAN","SHPRICE","TOT","IDX2015","M","1983-07",17.24914,
"CAN","SHPRICE","TOT","IDX2015","M","1983-08",16.97765,
"CAN","SHPRICE","TOT","IDX2015","M","1983-09",17.82728,
"CAN","SHPRICE","TOT","IDX2015","M","1983-10",17.09237,
"CAN","SHPRICE","TOT","IDX2015","M","1983-11",17.12605,
"CAN","SHPRICE","TOT","IDX2015","M","1983-12",17.67183,
"CAN","SHPRICE","TOT","IDX2015","M","1984-01",17.78391,
"CAN","SHPRICE","TOT","IDX2015","M","1984-02",16.76759,
"CAN","SHPRICE","TOT","IDX2015","M","1984-03",16.71905,
"CAN","SHPRICE","TOT","IDX2015","M","1984-04",16.24789,
"CAN","SHPRICE","TOT","IDX2015","M","1984-05",15.83943,
"CAN","SHPRICE","TOT","IDX2015","M","1984-06",15.64346,
"CAN","SHPRICE","TOT","IDX2015","M","1984-07",15.08952,
"CAN","SHPRICE","TOT","IDX2015","M","1984-08",16.26986,
"CAN","SHPRICE","TOT","IDX2015","M","1984-09",16.58278,
"CAN","SHPRICE","TOT","IDX2015","M","1984-10",16.57344,
"CAN","SHPRICE","TOT","IDX2015","M","1984-11",16.72198,
"CAN","SHPRICE","TOT","IDX2015","M","1984-12",16.52922,
"CAN","SHPRICE","TOT","IDX2015","M","1985-01",17.04774,
"CAN","SHPRICE","TOT","IDX2015","M","1985-02",18.15087,
"CAN","SHPRICE","TOT","IDX2015","M","1985-03",18.18951,
"CAN","SHPRICE","TOT","IDX2015","M","1985-04",18.33331,
"CAN","SHPRICE","TOT","IDX2015","M","1985-05",18.68487,
"CAN","SHPRICE","TOT","IDX2015","M","1985-06",18.96522,
"CAN","SHPRICE","TOT","IDX2015","M","1985-07",19.25701,
"CAN","SHPRICE","TOT","IDX2015","M","1985-08",19.42118,
"CAN","SHPRICE","TOT","IDX2015","M","1985-09",18.92073,
"CAN","SHPRICE","TOT","IDX2015","M","1985-10",18.42432,
"CAN","SHPRICE","TOT","IDX2015","M","1985-11",19.41044,
"CAN","SHPRICE","TOT","IDX2015","M","1985-12",20.01808,
"CAN","SHPRICE","TOT","IDX2015","M","1986-01",19.81674,
"CAN","SHPRICE","TOT","IDX2015","M","1986-02",19.50117,
"CAN","SHPRICE","TOT","IDX2015","M","1986-03",20.75655,
"CAN","SHPRICE","TOT","IDX2015","M","1986-04",21.50653,
"CAN","SHPRICE","TOT","IDX2015","M","1986-05",21.37744,
"CAN","SHPRICE","TOT","IDX2015","M","1986-06",21.43337,
"CAN","SHPRICE","TOT","IDX2015","M","1986-07",20.88961,
"CAN","SHPRICE","TOT","IDX2015","M","1986-08",21.00322,
"CAN","SHPRICE","TOT","IDX2015","M","1986-09",21.1095,
"CAN","SHPRICE","TOT","IDX2015","M","1986-10",21.06047,
"CAN","SHPRICE","TOT","IDX2015","M","1986-11",21.25282,
"CAN","SHPRICE","TOT","IDX2015","M","1986-12",21.24382,
"CAN","SHPRICE","TOT","IDX2015","M","1987-01",22.59711,
"CAN","SHPRICE","TOT","IDX2015","M","1987-02",24.38746,
"CAN","SHPRICE","TOT","IDX2015","M","1987-03",25.84432,
"CAN","SHPRICE","TOT","IDX2015","M","1987-04",26.40579,
"CAN","SHPRICE","TOT","IDX2015","M","1987-05",26.16261,
"CAN","SHPRICE","TOT","IDX2015","M","1987-06",25.89621,
"CAN","SHPRICE","TOT","IDX2015","M","1987-07",27.41136,
"CAN","SHPRICE","TOT","IDX2015","M","1987-08",28.19837,
"CAN","SHPRICE","TOT","IDX2015","M","1987-09",27.38528,
"CAN","SHPRICE","TOT","IDX2015","M","1987-10",23.96031,
"CAN","SHPRICE","TOT","IDX2015","M","1987-11",20.63492,
"CAN","SHPRICE","TOT","IDX2015","M","1987-12",21.66177,
"CAN","SHPRICE","TOT","IDX2015","M","1988-01",21.93933,
"CAN","SHPRICE","TOT","IDX2015","M","1988-02",21.54042,
"CAN","SHPRICE","TOT","IDX2015","M","1988-03",22.99191,
"CAN","SHPRICE","TOT","IDX2015","M","1988-04",23.38098,
"CAN","SHPRICE","TOT","IDX2015","M","1988-05",22.57626,
"CAN","SHPRICE","TOT","IDX2015","M","1988-06",23.63163,
"CAN","SHPRICE","TOT","IDX2015","M","1988-07",23.81504,
"CAN","SHPRICE","TOT","IDX2015","M","1988-08",22.97043,
"CAN","SHPRICE","TOT","IDX2015","M","1988-09",22.81302,
"CAN","SHPRICE","TOT","IDX2015","M","1988-10",23.56865,
"CAN","SHPRICE","TOT","IDX2015","M","1988-11",22.83081,
"CAN","SHPRICE","TOT","IDX2015","M","1988-12",23.20399,
"CAN","SHPRICE","TOT","IDX2015","M","1989-01",24.43984,
"CAN","SHPRICE","TOT","IDX2015","M","1989-02",25.23675,
"CAN","SHPRICE","TOT","IDX2015","M","1989-03",25.0548,
"CAN","SHPRICE","TOT","IDX2015","M","1989-04",24.95612,
"CAN","SHPRICE","TOT","IDX2015","M","1989-05",25.3968,
"CAN","SHPRICE","TOT","IDX2015","M","1989-06",26.22531,
"CAN","SHPRICE","TOT","IDX2015","M","1989-07",26.90199,
"CAN","SHPRICE","TOT","IDX2015","M","1989-08",27.80058,
"CAN","SHPRICE","TOT","IDX2015","M","1989-09",27.43919,
"CAN","SHPRICE","TOT","IDX2015","M","1989-10",27.57881,
"CAN","SHPRICE","TOT","IDX2015","M","1989-11",27.45384,
"CAN","SHPRICE","TOT","IDX2015","M","1989-12",27.60259,
"CAN","SHPRICE","TOT","IDX2015","M","1990-01",25.83497,
"CAN","SHPRICE","TOT","IDX2015","M","1990-02",25.71154,
"CAN","SHPRICE","TOT","IDX2015","M","1990-03",25.38237,
"CAN","SHPRICE","TOT","IDX2015","M","1990-04",23.29995,
"CAN","SHPRICE","TOT","IDX2015","M","1990-05",24.9806,
"CAN","SHPRICE","TOT","IDX2015","M","1990-06",24.71566,
"CAN","SHPRICE","TOT","IDX2015","M","1990-07",24.83561,
"CAN","SHPRICE","TOT","IDX2015","M","1990-08",23.33691,
"CAN","SHPRICE","TOT","IDX2015","M","1990-09",22.03348,
"CAN","SHPRICE","TOT","IDX2015","M","1990-10",21.48853,
"CAN","SHPRICE","TOT","IDX2015","M","1990-11",21.97559,
"CAN","SHPRICE","TOT","IDX2015","M","1990-12",22.71274,
"CAN","SHPRICE","TOT","IDX2015","M","1991-01",22.82572,
"CAN","SHPRICE","TOT","IDX2015","M","1991-02",24.14637,
"CAN","SHPRICE","TOT","IDX2015","M","1991-03",24.37881,
"CAN","SHPRICE","TOT","IDX2015","M","1991-04",24.19191,
"CAN","SHPRICE","TOT","IDX2015","M","1991-05",24.731,
"CAN","SHPRICE","TOT","IDX2015","M","1991-06",24.17043,
"CAN","SHPRICE","TOT","IDX2015","M","1991-07",24.68525,
"CAN","SHPRICE","TOT","IDX2015","M","1991-08",24.53357,
"CAN","SHPRICE","TOT","IDX2015","M","1991-09",23.62688,
"CAN","SHPRICE","TOT","IDX2015","M","1991-10",24.51871,
"CAN","SHPRICE","TOT","IDX2015","M","1991-11",24.04972,
"CAN","SHPRICE","TOT","IDX2015","M","1991-12",24.495,
"CAN","SHPRICE","TOT","IDX2015","M","1992-01",25.07914,
"CAN","SHPRICE","TOT","IDX2015","M","1992-02",24.98025,
